temperatura_sensor_C,nivel_radiacao_rads,latencia_ms,tensao_bateria_V,taxa_erros_pacote,vibracao_hz,desgaste_componente_perc,interferencia_magnetica,carga_processamento_perc,Dado_Valido
27.45071229516849,0.9165056756753848,134.53954614750683,11.12843746847377,0.08529994944837223,26.283406391411077,86,5.5742474467014205,58.03114405811896,0
17.92603548243223,0.5522440864253784,112.39217972047084,11.563406893285105,0.1230841559641671,70.4206965292788,75,2.560211730615131,82.98712466900717,1
29.71532807151039,5.058920573520652,165.95872552095904,12.965574515841213,0.016314985122273185,52.95279940620868,73,6.508279504893281,19.985451404501895,1
42.84544784612038,6.1289746975579975,217.0225223011572,10.275285305765587,0.017557647411631995,42.23500859507,33,1.1627368029288065,76.78166116527878,0
16.48769937914996,0.16047873368016055,56.241376517712766,10.926230534527509,0.03436589207153169,51.57127918990941,42,5.364103830800304,67.248926879467,0
16.48794564576229,13.760970272244544,155.75130395737085,13.559704017283376,0.10361549960806896,51.761898225026926,73,4.371481050450346,19.775929630388315,1
43.688192232610874,0.26685242839504014,141.99336022166798,10.646456463768592,0.042798935739662716,43.331512830484364,93,2.678735828174408,69.05976203909626,0
31.511520937293632,3.89675444047811,183.56700382252328,11.507638644699094,0.05665688069851547,51.97916667342076,21,6.040049977395001,47.53151955478558,1
12.957884210975719,6.173200020306195,160.65983141188445,13.804499256175816,0.08006256723459881,43.92527712379693,69,8.713335923402825,90.32370677224667,1
28.138400653789468,10.238517762273805,112.40153341305904,10.681671369031148,0.16237322480207597,45.95638007309977,1,9.989046997630767,22.036964802521442,0
13.048734607813067,6.260337364360131,134.0473032166691,10.364042076720036,0.002772427182572024,43.13720864244915,93,6.077627687434245,64.64083821933772,0
13.014053696446148,8.090579362983629,110.19870715982555,12.131967178352047,0.12987576404732448,35.673287102603474,65,4.047058743291702,42.4683038643504,1
23.62943407349051,2.073413745732168,203.80035692992993,11.33064584962556,0.13377530620813707,51.45836470215384,31,2.2520710021620163,91.32924700022461,0
-8.699203669866968,8.432272846739616,151.06558243359711,12.478996803728958,0.15973115607132732,55.85299436516338,15,2.5709608939511175,38.0478660996735,0
-5.873767487695492,0.4175322487908133,245.05953428765037,13.536741518127291,0.18655058781206266,55.14883596076372,75,4.794549781497657,91.78580230680302,0
11.56568706138541,11.26025159392608,146.96695930926896,10.60345334787207,0.004027569789857965,58.19925252635234,0,3.6727770128070922,86.62629734356368,0
4.807533194983643,3.9658584143946474,114.57966165447687,12.555075972038853,0.03075674110264324,53.243402100148685,71,9.138145226249442,32.98257500140579,1
24.713709988929107,8.499488048327594,74.31428036935864,12.224238545715401,0.17723425881119861,44.67274501783096,47,3.6829546765570953,78.30105103024636,0
6.379638867181837,3.010304859675232,59.84301618720275,10.633946658458079,0.09170371243740308,58.39663864431189,49,3.7344459114543547,94.626357153298,0
-1.1845555200293738,5.158195008600444,70.79320284972552,12.745593336327524,0.1129181277866927,36.42482460158065,12,3.83534512433977,31.476355184559,1
